loan_percent_income,cb_person_cred_hist_length,person_emp_length,person_age,person_income,loan_int_rate,person_home_ownership_RENT,PD_calibrée,Yi,montant_demande,loan_intent,taux_rendement,Yi_optimal,credit_alloue,montant_alloue,revenus_attendus
0.03,2.000000000000001,7.999999999999997,24.00000000000001,119499.9999999992,12.18,0,0.01096103381980016,1,41737,HOMEIMPROVEMENT,0.14179999999999998,1,1,41737,5918.306599999999
0.1,12.00000000000001,5.999999999999998,37.99999999999998,108000.0,13.49,1,0.04651167066718918,1,52775,DEBTCONSOLIDATION,0.14989999999999998,1,1,52775,7910.972499999999
0.06,3.000000000000002,5.999999999999998,24.00000000000001,78000.00000000022,12.68999999999999,0,0.02749580984820837,1,32346,DEBTCONSOLIDATION,0.14189999999999992,1,1,32346,4589.897399999997
0.14,8.999999999999993,10.00000000000001,28.0,100000.0,13.84999999999999,1,0.05766245246882738,1,54639,VENTURE,0.1684999999999999,1,1,54639,9206.671499999995
0.06,7.000000000000002,5.0,28.0,143000.0000000006,16.48999999999999,0,0.1116729412127188,1,19910,PERSONAL,0.1698999999999999,1,1,19910,3382.7089999999985
0.39,7.000000000000002,5.999999999999998,31.00000000000001,43999.99999999981,13.55000000000001,0,0.05072298082864941,1,67530,HOMEIMPROVEMENT,0.15550000000000008,1,1,67530,10500.915000000006
0.13,10.00000000000001,3.000000000000002,31.00000000000001,90000.0000000005,13.48,0,0.04951721613677407,1,30923,HOMEIMPROVEMENT,0.1548,1,1,30923,4786.8804
0.11,7.000000000000002,12.00000000000001,32.99999999999999,79999.99999999971,11.97000000000001,0,0.008956967933968382,1,39593,VENTURE,0.1497000000000001,1,1,39593,5927.072100000004
0.2499999999999999,10.00000000000001,1.0,28.0,47999.99999999995,14.53999999999999,0,0.07460426148322967,1,30896,VENTURE,0.1753999999999999,1,1,30896,5419.158399999997
0.21,3.999999999999998,3.999999999999998,26.0,96000.0000000003,16.69999999999999,0,0.1176124501064878,1,220047,HOMEIMPROVEMENT,0.1869999999999999,1,1,220047,41148.788999999975
0.1700000000000001,10.00000000000001,7.000000000000002,29.99999999999999,49000.00000000019,12.18,0,0.01702002742916966,1,49463,HOMEIMPROVEMENT,0.14179999999999998,1,1,49463,7013.853399999999
0.11,10.00000000000001,14.0,29.99999999999999,36000.00000000004,13.49,0,0.05206247193766021,1,21452,HOMEIMPROVEMENT,0.15489999999999998,1,1,21452,3322.9147999999996
0.07000000000000002,3.000000000000002,1.0,25.0,65004.00000000004,13.49,1,0.05297201985088133,1,96549,PERSONAL,0.1399,1,1,96549,13507.2051
0.2,5.0,1.0,27.0,39995.99999999986,12.52999999999999,0,0.02863859692247021,1,18828,VENTURE,0.1552999999999999,1,1,18828,2923.9883999999984
0.19,5.0,5.999999999999998,27.0,92299.99999999993,17.92999999999999,0,0.1416427377039728,1,59093,HOMEIMPROVEMENT,0.1992999999999999,1,1,59093,11777.234899999994
0.07000000000000002,7.000000000000002,5.0,32.99999999999999,65999.99999999988,13.56999999999999,1,0.05805624122422563,1,10425,HOMEIMPROVEMENT,0.1556999999999999,1,1,10425,1623.172499999999
0.07000000000000002,5.0,3.999999999999998,32.99999999999999,96999.99999999999,12.98,1,0.04377987255581507,1,17278,HOMEIMPROVEMENT,0.1498,1,1,17278,2588.2443999999996
0.18,10.00000000000001,3.999999999999998,28.0,139999.9999999994,15.95,0,0.109122400834269,1,58528,EDUCATION,0.1695,1,1,58528,9920.496000000001
0.12,10.00000000000001,2.000000000000001,28.99999999999999,80495.99999999968,13.72,0,0.06239362050263025,1,90269,HOMEIMPROVEMENT,0.1572,1,1,90269,14190.2868
0.07000000000000002,5.999999999999998,5.0,27.0,98499.99999999999,14.35,1,0.0770055284406262,1,57346,PERSONAL,0.1485,1,1,57346,8515.881
0.06,10.00000000000001,5.999999999999998,28.99999999999999,119499.9999999992,13.16000000000001,0,0.04954027118643321,1,45581,HOMEIMPROVEMENT,0.1516000000000001,1,1,45581,6910.079600000005
0.09,5.0,2.000000000000001,28.0,109999.9999999997,13.22,1,0.05105521679601253,1,39296,HOMEIMPROVEMENT,0.1522,1,1,39296,5980.8512
0.13,12.00000000000001,0.0,47.00000000000001,91999.99999999991,14.11,0,0.0745708326389513,1,34588,HOMEIMPROVEMENT,0.1611,1,1,34588,5572.1268
0.27,7.999999999999997,0.0,28.99999999999999,60000.00000000023,16.0,0,0.1135881487381056,1,116480,MEDICAL,0.165,1,1,116480,19219.2
0.06,7.000000000000002,1.0,28.99999999999999,159995.9999999999,11.86,0,0.01778519811173009,1,65819,VENTURE,0.1486,1,1,65819,9780.7034
0.19,8.999999999999993,10.99999999999999,29.99999999999999,92999.99999999958,15.23000000000001,0,0.1007928260928134,1,64799,EDUCATION,0.1623000000000001,1,1,64799,10516.877700000006
0.19,7.000000000000002,10.00000000000001,28.99999999999999,126000.0000000004,16.69999999999999,1,0.1284228289494195,1,36743,EDUCATION,0.1769999999999999,1,1,36743,6503.510999999997
0.06,10.00000000000001,3.000000000000002,28.0,94773.00000000042,11.83,1,0.0188441799291196,1,81562,HOMEIMPROVEMENT,0.1383,1,1,81562,11280.0246
0.08000000000000002,3.000000000000002,3.999999999999998,25.0,132000.0000000004,12.83999999999999,1,0.04749780875600941,1,105324,VENTURE,0.1583999999999999,1,1,105324,16683.32159999999
0.18,2.000000000000001,3.999999999999998,26.0,38400.00000000016,12.68999999999999,0,0.0444064514144538,1,25550,HOMEIMPROVEMENT,0.1468999999999999,1,1,25550,3753.2949999999973
0.1700000000000001,2.000000000000001,3.000000000000002,24.00000000000001,90000.0000000005,11.86,1,0.02159143267637234,1,39042,HOMEIMPROVEMENT,0.1386,1,1,39042,5411.2212
0.13,12.00000000000001,5.0,35.99999999999998,74999.99999999977,11.99,1,0.02578705760754124,1,65172,HOMEIMPROVEMENT,0.1399,1,1,65172,9117.5628
0.1700000000000001,3.999999999999998,5.999999999999998,24.00000000000001,90000.0000000005,17.26999999999999,1,0.1405576317327882,1,109121,EDUCATION,0.1826999999999999,1,1,109121,19936.40669999999
0.07000000000000002,3.999999999999998,3.000000000000002,24.00000000000001,73499.99999999984,12.99,1,0.05373723063547906,1,34079,EDUCATION,0.13990000000000002,1,1,34079,4767.652100000001
0.05,10.00000000000001,1.0,28.0,111999.9999999998,12.68999999999999,1,0.04701414694740173,1,20634,HOMEIMPROVEMENT,0.1468999999999999,1,1,20634,3031.1345999999976
0.12,7.000000000000002,14.0,29.99999999999999,151799.9999999998,12.72,0,0.04786663807948224,1,19202,VENTURE,0.1572,1,1,19202,3018.5544
0.11,5.0,5.0,27.0,74999.99999999977,17.19,0,0.1414917438243632,1,95779,DEBTCONSOLIDATION,0.1869,1,1,95779,17901.095100000002
0.33,3.000000000000002,7.000000000000002,24.00000000000001,29999.99999999994,12.61,0,0.04631817940311722,1,147970,VENTURE,0.1561,1,1,147970,23098.117
0.08000000000000002,3.999999999999998,3.999999999999998,24.00000000000001,119999.9999999994,13.61,1,0.07212293280722801,1,47200,EDUCATION,0.1461,1,1,47200,6895.92
0.12,10.00000000000001,3.999999999999998,31.99999999999999,54999.99999999984,13.97999999999999,0,0.08285757160335158,1,66775,PERSONAL,0.1447999999999999,1,1,66775,9669.019999999993
0.13,3.999999999999998,1.0,25.0,99600.0,12.42000000000001,0,0.04464970687317944,1,29842,VENTURE,0.15420000000000011,1,1,29842,4601.636400000003
0.06,3.999999999999998,3.000000000000002,25.0,130000.0000000006,13.49,0,0.07267411270186412,1,171134,VENTURE,0.1649,1,1,171134,28219.9966
0.14,7.999999999999997,12.00000000000001,28.0,73999.9999999997,11.70999999999999,1,0.0280359149350414,1,6148,HOMEIMPROVEMENT,0.1370999999999999,1,1,6148,842.8907999999993
0.08000000000000002,12.00000000000001,10.00000000000001,40.00000000000001,108000.0,11.86,1,0.03296395488317456,1,96500,HOMEIMPROVEMENT,0.1386,1,1,96500,13374.9
0.05,12.00000000000001,3.000000000000002,44.00000000000001,76000.0,14.79,0,0.1055689998105562,1,53605,PERSONAL,0.1529,1,1,53605,8196.2045
0.07000000000000002,10.00000000000001,3.999999999999998,32.99999999999999,94000.0000000003,11.48999999999999,1,0.02363978386573565,1,39362,VENTURE,0.1448999999999999,1,1,39362,5703.553799999996
0.16,7.999999999999997,1.0,31.99999999999999,63999.99999999997,12.68999999999999,1,0.0581051878865073,1,53808,HOMEIMPROVEMENT,0.1468999999999999,1,1,53808,7904.3951999999945
0.09,3.000000000000002,3.000000000000002,26.0,112999.9999999997,13.72,1,0.08459577982083186,1,10195,HOMEIMPROVEMENT,0.1572,1,1,10195,1602.654
0.21,10.00000000000001,3.999999999999998,27.0,119999.9999999994,16.07,0,0.1330976895210729,1,41941,DEBTCONSOLIDATION,0.17570000000000002,1,1,41941,7369.033700000001
0.05,7.000000000000002,10.99999999999999,27.0,238000.0000000008,17.26999999999999,1,0.1540775544093373,1,163095,EDUCATION,0.1826999999999999,1,1,163095,29797.456499999982
0.18,2.000000000000001,2.000000000000001,25.0,95950.00000000017,11.70999999999999,1,0.03488079582247548,1,26186,VENTURE,0.1470999999999999,1,1,26186,3851.960599999997
0.05,5.0,3.999999999999998,31.99999999999999,60000.00000000023,13.49,0,0.08267710456403905,1,33468,VENTURE,0.1649,1,1,33468,5518.8732
0.1,10.99999999999999,10.99999999999999,37.00000000000001,83999.99999999958,12.99,0,0.07100994561564397,1,65041,HOMEIMPROVEMENT,0.1499,1,1,65041,9749.6459
0.21,3.999999999999998,3.999999999999998,26.0,74999.00000000022,17.26999999999999,1,0.1568526042153108,1,32727,VENTURE,0.20269999999999988,1,1,32727,6633.762899999996
0.08000000000000002,8.999999999999993,0.0,28.99999999999999,125000.0000000001,14.35,0,0.1038006030156538,1,75387,VENTURE,0.1735,1,1,75387,13079.644499999999
0.03,7.999999999999997,7.999999999999997,29.99999999999999,119999.9999999994,11.48999999999999,0,0.03067772514494392,1,54037,VENTURE,0.1448999999999999,1,1,54037,7829.9612999999945
0.09,3.999999999999998,7.000000000000002,26.0,108000.0,13.56999999999999,0,0.08651743931722906,1,108520,VENTURE,0.1656999999999999,1,1,108520,17981.76399999999
0.13,3.000000000000002,3.000000000000002,25.0,92999.99999999958,10.99,1,0.01502760203829173,1,28513,VENTURE,0.1399,1,1,28513,3988.9687
0.06,7.999999999999997,12.00000000000001,28.0,90000.0000000005,14.79,0,0.1137069875065878,1,36537,VENTURE,0.1779,1,1,36537,6499.9323
0.06,3.999999999999998,2.000000000000001,25.0,154000.0000000004,12.61,0,0.06420505061372606,1,15505,HOMEIMPROVEMENT,0.14609999999999998,1,1,15505,2265.2805
0.19,2.000000000000001,8.999999999999993,25.0,77000.00000000025,15.95,0,0.1368190100446847,1,61612,HOMEIMPROVEMENT,0.1795,1,1,61612,11059.354
0.12,5.0,3.999999999999998,31.00000000000001,199999.9999999992,10.99,0,0.01705524976641463,1,41444,VENTURE,0.1399,1,1,41444,5798.0156
0.11,7.000000000000002,3.999999999999998,27.0,69999.9999999999,14.46,0,0.1085726280573776,1,35712,PERSONAL,0.1496,1,1,35712,5342.515200000001
0.1700000000000001,3.999999999999998,7.000000000000002,24.00000000000001,89000.00000000004,17.57999999999999,0,0.1648819594497858,1,38010,EDUCATION,0.1857999999999999,1,1,38010,7062.257999999996
0.16,10.00000000000001,5.999999999999998,27.0,74999.99999999977,10.99,1,0.01777485478554448,1,26316,VENTURE,0.1399,1,1,26316,3681.6084
0.11,7.999999999999997,2.000000000000001,28.0,56999.99999999975,13.49,1,0.08769558315198675,1,43947,VENTURE,0.1649,1,1,43947,7246.860299999999
0.18,7.000000000000002,5.999999999999998,35.0,83004.00000000028,10.99,0,0.01883533911326955,1,69079,VENTURE,0.1399,1,1,69079,9664.1521
0.3799999999999999,3.999999999999998,3.000000000000002,25.0,29999.99999999994,11.35999999999999,0,0.03097711876490139,1,57494,VENTURE,0.1435999999999999,1,1,57494,8256.138399999994
0.11,3.999999999999998,5.0,25.0,84999.9999999998,13.84999999999999,0,0.09795800665265059,1,10772,HOMEIMPROVEMENT,0.1584999999999999,1,1,10772,1707.3619999999987
0.22,3.000000000000002,3.000000000000002,26.0,80171.00000000026,13.84999999999999,1,0.09868486340403598,1,52468,EDUCATION,0.1484999999999999,1,1,52468,7791.497999999995
0.2999999999999999,7.999999999999997,3.000000000000002,34.00000000000001,29999.99999999994,14.27,0,0.1086586444952267,1,358746,VENTURE,0.1727,1,1,358746,61955.434199999996
0.21,10.99999999999999,3.999999999999998,45.0,65999.99999999988,12.42000000000001,1,0.064745480976568,1,42868,HOMEIMPROVEMENT,0.1442000000000001,1,1,42868,6181.565600000004
0.2499999999999999,7.000000000000002,12.00000000000001,28.0,60999.99999999996,13.98999999999999,1,0.1040668490732202,1,48630,HOMEIMPROVEMENT,0.15989999999999988,1,1,48630,7775.9369999999935
0.15,3.999999999999998,5.0,26.0,65000.00000000019,14.27,1,0.1107456913392483,1,94146,HOMEIMPROVEMENT,0.16269999999999998,1,1,94146,15317.554199999999
0.1,7.000000000000002,3.999999999999998,35.0,119999.9999999994,10.99,1,0.02460534924498181,1,153585,VENTURE,0.1399,1,1,153585,21486.5415
0.15,5.999999999999998,3.000000000000002,27.0,69995.99999999968,14.90999999999999,1,0.1258011158132083,1,16289,HOMEIMPROVEMENT,0.1690999999999999,1,1,16289,2754.4698999999982
0.14,3.000000000000002,0.0,25.0,79999.99999999971,10.99,1,0.02647668011105229,1,79958,VENTURE,0.1399,1,1,79958,11186.1242
0.07000000000000002,3.000000000000002,5.0,25.0,81999.99999999985,10.99,1,0.02658743130967412,1,288411,VENTURE,0.1399,1,1,288411,40348.698899999996
0.11,17.0,0.0,37.99999999999998,90000.0000000005,13.92,0,0.1059416396917698,1,31784,HOMEIMPROVEMENT,0.15919999999999998,1,1,31784,5060.0127999999995
0.03,17.0,5.0,42.99999999999999,179999.9999999997,14.27,0,0.1146326962947192,1,52819,EDUCATION,0.1527,1,1,52819,8065.4613
0.19,16.0,5.0,35.99999999999998,53000.00000000002,13.97999999999999,0,0.1089588234154372,1,73031,VENTURE,0.1697999999999999,1,1,73031,12400.663799999993
0.06,16.0,3.999999999999998,40.00000000000001,84999.9999999998,14.27,0,0.1154959624434262,1,23962,HOMEIMPROVEMENT,0.16269999999999998,1,1,23962,3898.6173999999996
0.11,10.00000000000001,10.00000000000001,32.99999999999999,190000.0000000006,14.11,0,0.1122562505938343,1,172771,EDUCATION,0.1511,1,1,172771,26105.6981
0.15,5.999999999999998,3.999999999999998,28.99999999999999,71000.00000000007,13.42999999999999,0,0.09698449873197246,1,26720,DEBTCONSOLIDATION,0.14929999999999993,1,1,26720,3989.295999999998
0.21,12.99999999999999,5.0,40.00000000000001,84999.9999999998,11.47999999999999,1,0.04580383197173231,1,18677,VENTURE,0.1447999999999999,1,1,18677,2704.429599999998
0.18,5.999999999999998,17.0,35.0,83000.0000000003,10.99,0,0.0307478430890809,1,59978,VENTURE,0.1399,1,1,59978,8390.922199999999
0.15,2.000000000000001,1.0,26.0,71999.99999999983,15.28,0,0.1381750108542375,1,18587,HOMEIMPROVEMENT,0.17279999999999998,1,1,18587,3211.8335999999995
0.07000000000000002,16.0,7.000000000000002,35.99999999999998,79999.99999999971,12.87,1,0.08574264660782485,1,17385,VENTURE,0.15869999999999998,1,1,17385,2758.9994999999994
0.18,14.0,3.999999999999998,37.99999999999998,26399.9999999999,12.73000000000001,0,0.0836119120638379,1,29020,VENTURE,0.15730000000000008,1,1,29020,4564.846000000002
0.03,2.000000000000001,5.999999999999998,26.0,83999.99999999958,13.47000000000001,0,0.1020246898519063,1,60209,VENTURE,0.1647000000000001,1,1,60209,9916.422300000006
0.06,7.000000000000002,2.000000000000001,29.99999999999999,65000.00000000019,15.21,0,0.1392249508600066,1,28234,VENTURE,0.1821,1,1,28234,5141.4114
0.21,3.999999999999998,5.0,24.00000000000001,69999.9999999999,12.22999999999999,1,0.07245019287132211,1,84543,VENTURE,0.15229999999999988,1,1,84543,12875.89889999999
0.12,3.999999999999998,0.0,24.00000000000001,130000.0000000006,14.26,0,0.121314309593175,1,126330,VENTURE,0.1726,1,1,126330,21804.558
0.2,3.999999999999998,2.000000000000001,24.00000000000001,45000.00000000007,11.89,0,0.06378026823267843,1,108064,VENTURE,0.1489,1,1,108064,16090.7296
0.05,7.000000000000002,0.0,31.00000000000001,81600.00000000015,13.56999999999999,0,0.1068852903944637,1,69564,VENTURE,0.1656999999999999,1,1,69564,11526.754799999993
0.18,7.999999999999997,7.999999999999997,27.0,55139.99999999964,13.49,0,0.1069605476742507,1,41087,HOMEIMPROVEMENT,0.15489999999999998,1,1,41087,6364.376299999999
0.16,10.00000000000001,10.99999999999999,31.00000000000001,65999.99999999988,12.68999999999999,1,0.08867845604829286,1,65689,HOMEIMPROVEMENT,0.1468999999999999,1,1,65689,9649.714099999994
0.1,10.00000000000001,1.0,31.00000000000001,150000.0000000003,10.99,1,0.04051122236744475,1,96908,VENTURE,0.1399,1,1,96908,13557.4292
0.14,7.999999999999997,8.999999999999993,31.00000000000001,104999.9999999996,10.58999999999999,1,0.0291559601014551,1,440609,VENTURE,0.1358999999999999,1,1,440609,59878.76309999996
0.2,7.999999999999997,10.99999999999999,27.0,98000.00000000003,16.0,1,0.1622460494662116,1,47170,HOMEIMPROVEMENT,0.18,1,1,47170,8490.6
0.09,10.00000000000001,8.999999999999993,28.99999999999999,107219.9999999995,10.99,0,0.04449989626225972,1,25395,VENTURE,0.1399,1,1,25395,3552.7605
0.21,7.999999999999997,3.000000000000002,28.0,79999.99999999971,13.84999999999999,1,0.1208726442460289,1,34981,VENTURE,0.1684999999999999,1,1,34981,5894.298499999996
0.21,15.0,2.000000000000001,40.00000000000001,63000.00000000017,11.47999999999999,1,0.06038738503825869,1,99200,VENTURE,0.1447999999999999,1,1,99200,14364.15999999999
0.02,5.999999999999998,1.0,31.99999999999999,114999.9999999995,11.89,1,0.07262162028265165,1,59340,VENTURE,0.1489,1,1,59340,8835.726
0.09,10.00000000000001,8.999999999999993,28.99999999999999,54999.99999999984,10.99,0,0.04566920889176164,1,18456,VENTURE,0.1399,1,1,18456,2581.9944
0.16,7.999999999999997,1.0,27.0,159600.0000000006,10.99,0,0.04645950064807458,1,56543,VENTURE,0.1399,1,1,56543,7910.365699999999
0.12,15.0,3.000000000000002,35.99999999999998,107003.9999999998,11.83,0,0.0721836492613871,1,66569,VENTURE,0.1483,1,1,66569,9872.1827
0.06,5.999999999999998,3.000000000000002,31.99999999999999,108000.0,16.29,1,0.1700755177042808,1,116171,VENTURE,0.1929,1,1,116171,22409.385899999997
0.1,2.000000000000001,3.000000000000002,26.0,63000.00000000017,13.23,1,0.1100108053852567,1,75493,HOMEIMPROVEMENT,0.1523,1,1,75493,11497.5839
0.09,2.000000000000001,10.00000000000001,26.0,68999.99999999997,15.99000000000001,0,0.1663523782718829,1,75418,HOMEIMPROVEMENT,0.1799000000000001,1,1,75418,13567.698200000006
0.12,5.0,3.000000000000002,29.99999999999999,68999.99999999997,10.99,0,0.04946971594773451,1,75494,VENTURE,0.1399,1,1,75494,10561.6106
0.05,10.00000000000001,1.0,28.0,109999.9999999997,17.50999999999999,0,0.1911865501686156,1,78943,EDUCATION,0.18509999999999993,1,1,78943,14612.349299999994
0.11,3.999999999999998,5.999999999999998,26.0,76000.0,13.48,1,0.1171578947253996,1,124024,HOMEIMPROVEMENT,0.1548,1,1,124024,19198.9152
0.08000000000000002,8.999999999999993,0.0,31.00000000000001,150000.0000000003,10.73999999999999,1,0.04238877274900973,1,107256,VENTURE,0.1373999999999999,1,1,107256,14736.97439999999
0.09,3.000000000000002,2.000000000000001,24.00000000000001,74999.99999999977,10.73999999999999,1,0.04278226368760842,1,38853,VENTURE,0.1373999999999999,1,1,38853,5338.402199999997
0.05,3.000000000000002,0.0,24.00000000000001,144999.9999999993,10.99,0,0.05102137494023153,1,26944,VENTURE,0.1399,1,1,26944,3769.4656
0.2499999999999999,3.000000000000002,3.000000000000002,26.0,84999.9999999998,13.92,1,0.1278382411983996,1,41370,DEBTCONSOLIDATION,0.1542,1,1,41370,6379.254
0.2,2.000000000000001,8.999999999999993,25.0,100000.0,13.06,1,0.1090863582678002,1,318540,HOMEIMPROVEMENT,0.15059999999999998,1,1,318540,47972.123999999996
0.11,10.00000000000001,0.0,31.00000000000001,305000.0000000003,17.57999999999999,0,0.1941466086598977,1,11225,MEDICAL,0.1807999999999999,1,1,11225,2029.4799999999989
0.05,3.000000000000002,5.0,25.0,25200.00000000008,15.99000000000001,0,0.1687140992893792,1,86576,DEBTCONSOLIDATION,0.1749000000000001,1,1,86576,15142.14240000001
0.5,2.000000000000001,0.0,26.0,29999.99999999994,13.22,0,0.1141076370143937,1,27874,DEBTCONSOLIDATION,0.1472,1,1,27874,4103.0527999999995
0.28,3.000000000000002,7.999999999999997,25.0,65000.00000000019,10.99,1,0.05341817380325172,1,59453,VENTURE,0.1399,1,1,59453,8317.4747
0.2,5.999999999999998,14.0,29.99999999999999,125000.0000000001,13.79999999999999,0,0.1281504363203509,1,29687,HOMEIMPROVEMENT,0.1579999999999999,1,1,29687,4690.545999999997
0.03999999999999999,7.000000000000002,7.000000000000002,28.99999999999999,100000.0,10.99,1,0.05597235965791279,1,29447,VENTURE,0.1399,1,1,29447,4119.6353
0.16,3.000000000000002,3.000000000000002,24.00000000000001,61999.99999999964,13.49,1,0.1230243240001101,1,98886,HOMEIMPROVEMENT,0.15489999999999998,1,1,98886,15317.441399999998
0.08000000000000002,2.000000000000001,10.99999999999999,26.0,119999.9999999994,12.68,1,0.1043882718515965,1,45614,HOMEIMPROVEMENT,0.14679999999999999,1,1,45614,6696.1352
0.2,7.000000000000002,1.0,29.99999999999999,60000.00000000023,13.83999999999999,1,0.1320185569592557,1,99945,HOMEIMPROVEMENT,0.15839999999999987,1,1,99945,15831.287999999988
0.19,8.999999999999993,12.00000000000001,28.0,103000.0000000002,14.17,0,0.1396345542818796,1,19140,DEBTCONSOLIDATION,0.1567,1,1,19140,2999.2380000000003
0.19,3.000000000000002,8.999999999999993,26.0,95000.00000000035,15.30999999999999,1,0.1622156925474755,1,34194,HOMEIMPROVEMENT,0.1730999999999999,1,1,34194,5918.981399999996
0.1,3.000000000000002,3.000000000000002,25.0,68000.00000000023,16.29,0,0.1795080606922712,1,205282,VENTURE,0.1929,1,1,205282,39598.8978
0.08000000000000002,2.000000000000001,1.0,25.0,65999.99999999988,11.48999999999999,1,0.07432803544093794,1,18234,VENTURE,0.1448999999999999,1,1,18234,2642.106599999998
0.1700000000000001,3.999999999999998,5.0,25.0,57999.99999999962,13.23999999999999,0,0.1213717713800847,1,92919,VENTURE,0.1623999999999999,1,1,92919,15090.04559999999
0.13,8.999999999999993,8.999999999999993,31.99999999999999,52500.00000000006,12.99,0,0.1158149501953652,1,23818,VENTURE,0.15990000000000001,1,1,23818,3808.4982000000005
0.4,3.000000000000002,3.999999999999998,26.0,43872.99999999988,16.32,0,0.1839646779122159,1,15925,VENTURE,0.1932,1,1,15925,3076.71
0.16,3.000000000000002,7.999999999999997,24.00000000000001,53999.99999999972,10.99,0,0.06330883456336815,1,158387,VENTURE,0.1399,1,1,158387,22158.3413
0.2999999999999999,7.000000000000002,0.0,32.99999999999999,20639.99999999999,14.84,0,0.1594442383067162,1,58631,VENTURE,0.1784,1,1,58631,10459.7704
0.1700000000000001,5.999999999999998,10.00000000000001,28.0,60000.00000000023,15.26999999999999,1,0.1691523353527458,1,18574,MEDICAL,0.15769999999999992,1,1,18574,2929.1197999999986
0.08000000000000002,5.0,15.0,31.00000000000001,71999.99999999983,13.23,1,0.1277787465382214,1,44282,HOMEIMPROVEMENT,0.1523,1,1,44282,6744.1485999999995
0.11,2.000000000000001,7.000000000000002,22.99999999999998,91999.99999999991,16.69999999999999,0,0.03357113561174059,1,30382,VENTURE,0.1969999999999999,1,1,30382,5985.253999999997
